"iati_id","prefix","title","summary","partner_funding","partner_accountable","partner_extending","partner_implementing","date_start","date_end","budget","recipient_country","location","location_code","topics","oecd_purpose","links","project_parent","project_child","project_sibling"
"T05-EUTF-HOA-ET-72-04","CTR","Strengthening Disaster Risk Reduction Management  in  Amhara Regional State","**The Overall objective** is to strengthen households, communities and local authorities to manage and adapt to disasters and other risks, thus reducing their vulnerability to crises

**The specific objective **is to enhance the capacities and systems of the Amhara Region to proactively and rapidly help communities cope and be protected in the event of climatic stress and disaster.",,"EU Delegation Ethiopia",,,2019-12-12,,4247500,,,,,,,"T05-EUTF-HOA-ET-72",,
"T05-EUTF-HOA-ET-72-03","CTR","Strengthening decentralized Disaster Risk Reduction Management in Oromia Regional State - Ethiopia","**Oromia Region** is one of the most populous and resourceful regions in the country, has little considerable history to be categorized with the drought and poverty prone segments of the country.  According to the 2019  HRD documents of emergency responses, in the region, about 3.5 million people are repeatedly exposed to mainly natural hazards causing food deficit every year. Moreover, disaster episodes were increasing from time to time with short periods of cycle particularly aggravated by the impacts of climate change. By the pressing driving forces like climate changes, the frequency and state of natural disaster has become threat for the livelihoods of our community.",,"EU Delegation Ethiopia",,,2019-12-03,2023-12-03,6755000,,,,,,,"T05-EUTF-HOA-ET-72",,
"T05-EUTF-NOA-REG-15-02","CTR","Libya’s Migration Technical Assistance Facility (LIBMITAF)","The action “Libya’s Migration Technical Assistance Facility (LIBMITAF)” builds on the momentumcreated during the implementation of the EU-financed project, “Strategic and institutional management of migration in Libya” since August 2016 and the relationship of trust developedbetween ICMPD and the key Libyan institutions working on migration, such as the Ministry of Foreign Affairs (MFA), the National Team for Border Security and Management (NTBSM), the Ministry of Justice (MoJ), the Ministry of Interior (MoI), the Prime Minister Office, the Ministry of Labour (MoL), and others.

Strategic Objective of this action is to strengthen national mechanisms for addressing regular and irregular migration

Specific objectives are:

1. Legislative and institutional frameworks addressing regular and irregular migration are enhanced.

2. Cooperation between relevant stakeholders on regular and irregular migration at international and national level is improved.","EU Trust Fund for Africa","EU Delegation to Libya",,"ICMPD",2021-04-01,,2e+06,,,,"TFP.3",,,"T05-EUTF-NOA-REG-15",,
"T05-EUTF-SAH-REG-26","DEC","Contribution au financement du Secrétariat de la Coalition pour
le Sahel (SCS)","L’objectif global est d’appuyer la définition et la mise en oeuvre de réponses efficaces et rapides aux phénomènes d’instabilité, d’insécurité, de déficit de développement et de migrations irrégulières dans l’espace sahélien.

Les objectifs spécifiques sont de soutenir la Coalition pour le Sahel, au travers d’un financement de son secrétariat, afin :

OS1 : de renforcer la coordination entre partenaires internationaux

OS2 : d’augmenter l’appropriation par les États sahéliens et le G5 Sahel

OS3 : de promouvoir les actions des partenaires internationaux.

Les résultats attendus sont les suivants :

R1 : L’appui des partenaires internationaux est mieux coordonné et sa redevabilité est renforcée

R2 : Le partage et la circulation de l’information entre partenaires locaux et internationaux est amélioré

R3 : Les actions de la Coalition et de ses membres sont plus visibles et mieux comprises.","EU Trust Fund for Africa",,,"Expertise France",,2024-12-31,510000,"BF, ML, MR, NE, TD",,"BF, ML, MR, NE, TD","TFP.1, TFP.2, TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/9853/document/Annex_4._T05-EUTF-SAH-REG-26_DA_Soutien_UE_Coalition_Sahel.pdf","EU Trust Fund for Africa Results Framework",,
"T05-EUTF-SAH-MR-09","DEC","Partenariat Opérationnel Conjoint pour la Mauritanie (POC Mauritanie)","L’objectif global de l'action est de contribuer à lutter efficacement contre le trafic illicite de migrants et d’améliorer les capacités de gestion de l’immigration irrégulière à travers d’un appui intégral aux forces de sécurités mauritaniennes. 

 Les objectifs spécifiques et ses résultats sont les suivants : 

OS.1. Renforcer les capacités d’investigation policière et judiciaire contre les réseaux criminels liés au trafic illicite de migrants et la traite des êtres humains. 

Résultats :

R.1.1 : Un POC est créé et basé à Nouakchott, et devient pleinement opérationnel

R.1.2 : Les capacités techniques d’investigation des membres de la police mauritanienne en matière de lutte contre le trafic illicite de migrants et la traite des êtres humains sont renforcées, en coordination avec les autorités judiciaires.

R.1.3 : Les capacités de surveillance et patrouille sont améliorées à travers la dotation d’équipement spécifique.

OS.2. Améliorer les capacités structurelles et opérationnelles de gestion de l’immigration irrégulière. 

Résultats :

R.2.1 Les bâtiments publics destinés à l’accueil provisoire des migrants irréguliers sont améliorés en vue de les rendre conformes aux standards de dignité et en matière de droits humains.

R.2.2 Les capacités opérationnelles en matière de gestion de l’immigration irrégulière et le traitement des personnes migrantes sont renforcées, en lien avec les partenaires dédiés.

R.2.3 Le système de gestion de l’immigration irrégulière dans ses différentes étapes est amélioré.","EU Trust Fund for Africa",,,"Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas",,2024-09-01,4550000,"MR",,"MR","TFP.3, TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/9802/document/DEC_-_T05-EUTF-SAH-MR-09.pdf","EU Trust Fund for Africa Results Framework",,
"T05-EUTF-HOA-ET-40-08",,"Communication and Visibility - EUTF Programmes in Ethiopia","The project aims at developing visibility and promotional products and actions in order to increase visibility of the EUTF programmes and to deliver key messages related to the EUTF portfolio in Ethiopia to the general public, decision makers and other relevant stakeholders both in Ethiopia and in Europe. 

The geographical area covered by the contract are all the regions targeted by the EUTF interventions (Addis Ababa,Tigray, Afar, Somali and Gambella regional states, among others).

The target groups are ample and varied, although it is expected to reach mainly the general public and more specifically, policy makers, government officials, development partners, and all relevant stakeholders working on or interested in irregular migration and forced displacement , job creation, private sector development, access to basic services (education, health, water among others, social cohesion and peace building.",,"EU Delegation Ethiopia",,"Particip GmbH",2021-04-16,2024-01-15,349950,"ET",,,"TFP.3",,,"T05-EUTF-HOA-ET-40",,
"T05-EUTF-NOA-LY-12-03","CTR","Protecting most vulnerable populations from the COVID 19 pandemic in Libya","UNICEF’s overall COVID-19 response directly contributes to and builds on the nine-pillar National Preparedness and Response Plan, supported by UN agencies, including UNICEF. It specifically contributes to three pillars of the nine-pillar plan: Coordination (Pillar 1), risk communication and community engagement (Pillar 2), Infection Prevention and Control (IPC) - Water, Sanitation and Hygiene (WASH) (Pillar 6), and the continuity of essential healthcare and protection services (Pillar 9). The Action also includes a child protection component, preventing and addressing heightened protection risks related to the pandemic. The action is in line with the global and regional COVID-19 Humanitarian Action for Children (HAC) appeal, as well as UNICEF Libya’s Humanitarian Action for Children 2020.  

The proposed action’s overall objective is **to prevent the spread of COVID-19 and to reduce avoidable morbidity and mortality in Libya.** The action will **contribute to reducing human-to-human transmission of the virus and to mitigate the impact of the pandemic on most vulnerable populations in Libya, including children, youth, migrants, and displaced persons.**","EU Trust Fund for Africa","EU Delegation to Libya",,"UNICEF",,,6e+06,"LY",,,"TFP.3",,,"T05-EUTF-NOA-LY-12",,
"T05-EUTF-NOA-LY-11-01","CTR","Managing mixed migration flows: protection, health assistance, resilience and community engagement","The focus of this project is to strengthen the protection and resilience of vulnerable migrants and migrants at risk, with emphasis on registered asylum-seekers and refugees living in urban settings in Libya. Nevertheless, as well as to provide assistance to refugees, asylum-seekers and migrants inside detention centres and as well as to persons rescued/intercepted at sea upon disembarkation and to improve access to protection and solutions of stranded and vulnerable PoCs to UNHCR through emergency evacuations out of Libya.","EU Trust Fund for Africa","EU Delegation to Libya",,"United Nations High Commissioner for Refugees",,,1.3e+07,"LY",,,"TFP.3",,,"T05-EUTF-NOA-LY-11",,
"T05-EUTF-HOA-ER-103-01","CTR","Provision of international air services for humanitarian and development actors in Eritrea","This action will support the continuation of WFP Global Passenger Air Service flights connecting Addis Ababa and Asmara allowing the international development and humanitarian actors to continue their operation in Eritrea. WFP supports the development partners’ response by transporting international personnel and cargo to Asmara from Addis Ababa through the WFPs Global Passenger Air Service. The latter will guarantee the running of International Flights as commercial international and domestic flights in Eritrea are suspended until further notice because the COVID-19 pandemic situation.",,"EU Delegation Eritrea",,,2021-03-01,2021-12-31,450000,"ER",,"ER","TFP.2, TFP.4",,,"T05-EUTF-HOA-ER-103",,
"T05-EUTF-HOA-ER-103","DEC","Provision of international air services for humanitarian and development actors in Eritrea","This action will support the continuation of WFP Global Passenger Air Service flights connecting Addis Ababa and Asmara allowing the international development and humanitarian actors to continue their operation in Eritrea.

WFP supports the development partners’ response by transporting international personnel and cargo to Asmara from Addis Ababa through the WFPs Global Passenger Air Service. The latter will guarantee the running of International Flights as commercial international and domestic flights in Eritrea are suspended until further notice due to the COVID-19 pandemic situation.","EU Trust Fund for Africa","EU Delegation Eritrea",,"WORLD FOOD PROGRAM - WFP - KENYA OFFICE",,2024-12-31,450000,"ER",,,"TFP.2, TFP.4",,"https://storage.googleapis.com/akvo-rsr-production-media-files/db/project/9639/document/T05-EUTF-HOA-ER-103_Provision_of_international_air_services_for_humanit.pdf","EU Trust Fund for Africa Results Framework","T05-EUTF-HOA-ER-103-01",
